ProductId,Name,Price,Catagory
662,Carbonated Water - Lemon Lime,94,alcohol
663,Barramundi,49,Vegetable
664,Mushroom - Crimini,23,bread
665,Cucumber - English,86,bread
666,Bread Base - Gold Formel,48,alcohol
667,Kellogs Cereal In A Cup,92,Vegetable
668,Grenadillo,33,bread
669,"Mushroom - Shitake, Fresh",62,alcohol
670,Chicken Giblets,52,Vegetable
671,"Sauce - Soya, Light",69,Vegetable
672,Puree - Guava,40,Vegetable
673,"Club Soda - Schweppes, 355 Ml",56,Vegetable
674,"Soup - Knorr, Chicken Gumbo",73,canned
675,Sauce - Thousand Island,15,alcohol
676,"Crab - Claws, Snow 16 - 24",44,canned
677,"Beef - Cooked, Corned",91,Vegetable
678,Compound - Orange,73,fruit
679,Pie Filling - Cherry,15,bread
680,Pork - Kidney,87,fruit
681,Flower - Commercial Spider,59,alcohol
682,Vinegar - Raspberry,22,fruit
683,Beef - Sushi Flat Iron Steak,31,alcohol
684,"Mushroom - Chantrelle, Fresh",36,fruit
685,"Water, Tap",33,bread
686,Salmon Steak - Cohoe 6 Oz,57,canned
687,Asparagus - Frozen,90,fruit
688,Pears - Fiorelle,92,canned
689,Pork Loin Bine - In Frenched,73,fruit
690,Tea - Grapefruit Green Tea,61,bread
691,"Sauce - White, Mix",45,bread
692,Bread Crumbs - Panko,42,Vegetable
693,Bread Foccacia Whole,15,Vegetable
694,Nantuket Peach Orange,53,canned
695,Jolt Cola - Red Eye,28,Vegetable
696,Burger Veggie,22,Vegetable
697,"Juice - Apple, 1.36l",77,canned
698,Duck - Whole,69,bread
699,Chervil - Fresh,68,Vegetable
700,Oil - Sunflower,36,canned
701,"Dill - Primerba, Paste",87,Vegetable
702,Soup - Campbells Beef Strogonoff,14,fruit
703,Mushroom Morel Fresh,47,bread
704,Melon - Cantaloupe,29,Vegetable
705,Potatoes - Pei 10 Oz,76,Vegetable
706,Island Oasis - Peach Daiquiri,97,bread
707,Apricots - Halves,44,fruit
708,Cream Of Tartar,83,canned
709,Chicken - White Meat With Tender,69,Vegetable
710,Carbonated Water - White Grape,23,alcohol
711,Soup - Campbells,56,canned
712,Bay Leaf Ground,92,canned
713,Puree - Raspberry,49,canned
714,Soupfoamcont12oz 112con,61,canned
715,Wine - Shiraz South Eastern,39,alcohol
716,Lettuce - Treviso,78,Vegetable
717,"Chicken - Base, Ultimate",13,Vegetable
718,Bread - Pita,79,alcohol
719,Wine - Port Late Bottled Vintage,49,bread
720,Vaccum Bag - 14x20,49,alcohol
721,Broom Handle,95,Vegetable
722,"Nut - Chestnuts, Whole",44,bread
723,Clam Nectar,93,Vegetable
724,Juice - Cranberry 284ml,66,alcohol
725,"Oranges - Navel, 72",61,Vegetable
726,"Pasta - Lasagna, Dry",73,alcohol
727,Arctic Char - Fillets,49,bread
728,Celery,18,fruit
729,Bacardi Mojito,86,fruit
730,"Loaf Pan - 2 Lb, Foil",41,bread
731,Octopus,62,canned
732,Icecream - Dstk Strw Chseck,20,Vegetable
733,Couscous,16,fruit
734,Alize Red Passion,52,Vegetable
735,Table Cloth 90x90 White,18,canned
736,Soupcontfoam16oz 116con,58,canned
737,Sprouts - China Rose,65,Vegetable
738,Canadian Emmenthal,62,canned
739,Bread - Petit Baguette,46,canned
740,Garbag Bags - Black,81,fruit
741,Table Cloth 54x72 White,72,Vegetable
742,Fish - Bones,73,bread
743,Wine - Puligny Montrachet A.,71,fruit
744,Drambuie,33,bread
745,Pimento - Canned,29,fruit
746,"Flour - Corn, Fine",57,canned
747,Rabbit - Whole,75,bread
748,Pie Box - Cello Window 2.5,25,alcohol
749,Tomatoes,30,alcohol
750,Soup Campbells Turkey Veg.,48,Vegetable
751,Remy Red Berry Infusion,88,canned
752,Hummus - Spread,12,bread
753,Ham - Proscuitto,65,canned
754,Puree - Guava,66,alcohol
755,Bread Crumbs - Japanese Style,87,canned
756,Wine - Sake,35,alcohol
757,Okra,35,fruit
758,"Soup - Campbells, Cream Of",42,alcohol
759,Rabbit - Saddles,36,canned
760,"Napkin - Beverge, White 2 - Ply",22,canned
761,"Juice - Apple, 500 Ml",35,fruit
762,Wine - Placido Pinot Grigo,18,canned
763,Chips Potato Swt Chilli Sour,38,bread
764,Pickles - Gherkins,97,bread
765,Bacardi Limon,67,bread
766,Sauce - Ranch Dressing,72,alcohol
767,Sproutsmustard Cress,40,fruit
768,Wine - Kwv Chenin Blanc South,88,Vegetable
769,Chinese Foods - Chicken Wing,84,Vegetable
770,"Veal - Inside Round / Top, Lean",88,canned
771,Muffin Mix - Corn Harvest,72,Vegetable
772,Ezy Change Mophandle,31,alcohol
773,Pastry - Apple Muffins - Mini,89,alcohol
774,Appetizer - Assorted Box,84,Vegetable
775,Pork - Backfat,70,fruit
776,Coffee Cup 16oz Foam,95,Vegetable
777,Tart - Raisin And Pecan,36,alcohol
778,Sugar - Crumb,93,Vegetable
779,Appetizer - Crab And Brie,11,canned
780,"Beef - Cooked, Corned",58,canned
781,"Cheese - Boursin, Garlic / Herbs",77,bread
782,"Lentils - Red, Dry",77,Vegetable
783,Sobe - Tropical Energy,54,alcohol
784,Bagelers,24,canned
785,Puree - Passion Fruit,99,Vegetable
786,"Lamb - Loin, Trimmed, Boneless",48,bread
787,Clam - Cherrystone,17,bread
788,Devonshire Cream,71,Vegetable
789,Lettuce - Red Leaf,78,alcohol
790,Spinach - Frozen,98,canned
791,"Placemat - Scallop, White",25,fruit
792,Cranberries - Frozen,19,fruit
793,Yoplait - Strawbrasp Peac,24,alcohol
794,Onions - Cippolini,85,Vegetable
795,"Cheese - Havarti, Salsa",72,alcohol
796,Soup - French Can Pea,24,Vegetable
797,"Chilli Paste, Ginger Garlic",19,Vegetable
798,Soup - Campbells Beef Stew,26,canned
799,Lid Coffee Cup 8oz Blk,36,fruit
800,Danishes - Mini Raspberry,38,alcohol
801,Oil - Olive,69,Vegetable
802,"Pasta - Detalini, White, Fresh",38,fruit
803,Kiwano,12,canned
804,Sage - Fresh,14,canned
805,Muffin Batt - Ban Dream Zero,56,bread
806,Wine - Chardonnay South,48,fruit
807,"Wine - Red, Black Opal Shiraz",97,Vegetable
808,Trueblue - Blueberry Cranberry,52,canned
809,Soup - Campbells Chicken,41,Vegetable
810,Coffee - Egg Nog Capuccino,46,canned
811,"Wine - Red, Wolf Blass, Yellow",48,fruit
812,Chinese Foods - Chicken,46,canned
813,Vinegar - Rice,18,fruit
814,Curry Powder,88,fruit
815,Sultanas,73,Vegetable
816,Beans - Fine,92,alcohol
817,Corn Syrup,57,fruit
818,True - Vue Containers,56,bread
819,Squid - Breaded,91,Vegetable
820,Truffle Paste,51,Vegetable
821,Dry Ice,82,Vegetable
822,Coconut - Whole,40,canned
823,Yoplait Drink,45,canned
824,Food Colouring - Green,67,fruit
825,"Basil - Primerba, Paste",100,fruit
826,Pork - Side Ribs,81,fruit
827,"Trout - Rainbow, Fresh",79,fruit
828,V8 Splash Strawberry Kiwi,86,canned
829,Plate Pie Foil,64,Vegetable
830,Mustard - Individual Pkg,36,fruit
831,Grapes - Black,70,alcohol
832,"Pepsi - Diet, 355 Ml",20,bread
833,Wine - Beringer Founders Estate,33,Vegetable
834,Island Oasis - Mango Daiquiri,75,bread
835,Apron,48,alcohol
836,Muffin Mix - Raisin Bran,16,bread
837,"Lobster - Tail, 3 - 4 Oz",58,Vegetable
838,Chef Hat 25cm,21,fruit
839,Wheat - Soft Kernal Of Wheat,57,alcohol
840,Pumpkin - Seed,96,fruit
841,Goat - Whole Cut,88,canned
842,Containter - 3oz Microwave Rect.,35,bread
843,"Tart Shells - Barquettes, Savory",96,fruit
844,Vanilla Beans,57,Vegetable
845,Shrimp - Black Tiger 26/30,20,Vegetable
846,Tea Peppermint,27,fruit
847,Mikes Hard Lemonade,20,alcohol
848,Dried Cherries,64,bread
849,Egg - Salad Premix,13,Vegetable
850,Coriander - Seed,16,fruit
851,Nescafe - Frothy French Vanilla,100,bread
852,Jicama,85,alcohol
853,Cumin - Whole,49,Vegetable
854,Table Cloth 62x114 White,60,fruit
855,Peppercorns - Green,38,fruit
856,Breadfruit,58,fruit
857,"Napkin - Beverge, White 2 - Ply",45,alcohol
858,Fork - Plastic,53,alcohol
859,Bread - 10 Grain,13,canned
860,Bagel - Everything Presliced,90,bread
861,Lobster - Base,27,fruit
862,Mix - Cocktail Ice Cream,77,alcohol
863,Beans - Soya Bean,50,alcohol
864,Kellogs All Bran Bars,69,bread
865,Spice - Montreal Steak Spice,20,bread
866,Cake - French Pear Tart,53,Vegetable
867,Pepper - Chilli Seeds Mild,75,alcohol
868,Pasta - Orecchiette,42,fruit
869,Longos - Chicken Cordon Bleu,68,canned
870,Chambord Royal,94,Vegetable
871,Onions - Red Pearl,24,fruit
872,Sprouts - Corn,64,alcohol
873,"Crab - Blue, Frozen",98,canned
874,Maple Syrup,88,Vegetable
875,Ice Cream Bar - Oreo Cone,100,Vegetable
876,Spice - Montreal Steak Spice,39,fruit
877,Wine - Vovray Sec Domaine Huet,15,alcohol
878,Bread Ww Cluster,62,bread
879,Oil - Avocado,33,Vegetable
880,Juice - Ocean Spray Cranberry,72,bread
881,Spinach - Baby,100,alcohol
882,Piping - Bags Quizna,30,canned
883,Tea Peppermint,73,canned
884,"Turkey - Breast, Boneless Sk On",39,alcohol
885,Cake - Night And Day Choclate,32,fruit
886,"Soup - Campbells, Lentil",29,alcohol
887,Cookie Trail Mix,50,Vegetable
888,"Shrimp - 16 - 20 Cooked, Peeled",24,alcohol
889,Pork - Backfat,73,alcohol
890,"Crab - Dungeness, Whole",69,Vegetable
891,Red Currant Jelly,33,fruit
892,Pork - Sausage Casing,42,alcohol
893,"Quail - Whole, Boneless",27,Vegetable
894,Icecream Bar - Del Monte,32,alcohol
895,Tumeric,84,Vegetable
896,Beef - Shank,59,alcohol
897,Longos - Penne With Pesto,96,alcohol
898,Muffin Mix - Banana Nut,71,Vegetable
899,Tea - Earl Grey,84,bread
900,Chinese Foods - Chicken Wing,85,canned
901,Cactus Pads,41,bread
902,Chocolate - Dark Callets,38,Vegetable
903,Beef - Diced,83,bread
904,Bag Clear 10 Lb,52,fruit
905,Beef - Short Ribs,25,alcohol
906,"Halibut - Whole, Fresh",98,bread
907,Garlic,26,bread
908,Currants,68,alcohol
909,Cheese - Cream Cheese,42,fruit
910,Cinnamon - Ground,15,canned
911,Bread - Raisin Walnut Pull,90,Vegetable
912,Foie Gras,53,bread
913,Nut - Macadamia,51,bread
914,Calypso - Black Cherry Lemonade,88,fruit
915,Juice - Lime,63,fruit
916,"Beans - Black Bean, Canned",18,fruit
917,Potatoes - Idaho 80 Count,33,fruit
918,Capers - Pickled,36,canned
919,Celery,75,alcohol
920,Juice - Propel Sport,90,fruit
921,"Chicken - Leg, Boneless",42,bread
922,"Mushroom - Morels, Dry",89,fruit
923,Basil - Fresh,32,canned
924,Cheese - Mix,19,alcohol
925,"Pasta - Rotini, Colour, Dry",62,fruit
926,Lettuce - Iceberg,28,fruit
927,Turkey - Oven Roast Breast,77,canned
928,Beer - Mcauslan Apricot,45,fruit
929,Bread Crumbs - Panko,27,Vegetable
930,Sponge Cake Mix - Vanilla,87,bread
931,Beef - Top Sirloin,44,bread
932,"Beef - Kindney, Whole",66,Vegetable
933,Cornish Hen,15,Vegetable
934,Chocolate - Semi Sweet,27,alcohol
935,Salt And Pepper Mix - Black,24,canned
936,Bread - Bistro White,17,fruit
937,Cream - 35%,78,bread
938,Bagel - Everything Presliced,73,bread
939,"Wine - Niagara,vqa Reisling",94,Vegetable
940,Sugar - Individual Portions,51,Vegetable
941,Bread - Raisin Walnut Oval,84,bread
942,Lime Cordial - Roses,56,canned
943,Milk - 2% 250 Ml,85,alcohol
944,"Mop Head - Cotton, 24 Oz",74,bread
945,Muffin - Banana Nut Individual,11,bread
946,Oyster - In Shell,61,alcohol
947,"Rum - White, Gg White",67,Vegetable
948,Wine - Vouvray Cuvee Domaine,64,canned
949,Wine - Casillero Deldiablo,99,alcohol
950,Beer - Blue,86,canned
951,Kippers - Smoked,84,alcohol
952,"Octopus - Baby, Cleaned",76,Vegetable
953,Cape Capensis - Fillet,86,canned
954,Appetizer - Sausage Rolls,55,Vegetable
955,Wine - Manischewitz Concord,63,Vegetable
956,Ice Cream - Fudge Bars,47,bread
957,Soup - French Onion,93,Vegetable
958,Olives - Nicoise,80,Vegetable
959,Pork Casing,78,Vegetable
960,"Yogurt - Blueberry, 175 Gr",77,Vegetable
961,Huck Towels White,77,canned
962,Longos - Burritos,73,alcohol
963,"Nut - Walnut, Chopped",63,fruit
964,"Lobster - Tail, 3 - 4 Oz",90,canned
965,"Roe - Lump Fish, Black",68,canned
966,Salmon Steak - Cohoe 8 Oz,63,bread
967,Muffin Hinge 117n,31,Vegetable
968,"Pasta - Penne, Rigate, Dry",83,canned
969,Sproutsmustard Cress,78,bread
970,Flour - So Mix Cake White,42,Vegetable
971,Tuna - Salad Premix,16,fruit
972,Pickle - Dill,48,bread
973,Toothpick Frilled,73,canned
974,Bread - 10 Grain Parisian,55,alcohol
975,Munchies Honey Sweet Trail Mix,20,canned
976,Green Scrubbie Pad H.duty,49,bread
977,"Veal - Chops, Split, Frenched",13,fruit
978,Pie Filling - Apple,65,bread
979,"Tart Shells - Sweet, 3",31,Vegetable
980,Soup - Campbells Beef Noodle,25,canned
981,"Apple - Delicious, Red",58,bread
982,"Rum - Light, Captain Morgan",25,alcohol
983,Peppercorns - Pink,72,alcohol
984,Soup - Campbells Mac N Cheese,19,alcohol
985,Beer - Molson Excel,85,canned
986,Crackers - Graham,93,fruit
987,"Pasta - Spaghetti, Dry",88,canned
988,Crab - Meat,98,alcohol
989,Cumin - Whole,51,canned
990,Bar Mix - Lime,10,Vegetable
991,Soup - Campbells Chili Veg,51,bread
992,Wine - Pinot Noir Stoneleigh,28,fruit
993,Dates,28,bread
994,"Crab - Back Fin Meat, Canned",79,canned
995,"Lamb - Loin, Trimmed, Boneless",84,alcohol
996,Munchies Honey Sweet Trail Mix,89,alcohol
997,"Wine - White, Pinot Grigio",100,Vegetable
998,Sea Bass - Fillets,50,canned
999,Melon - Cantaloupe,46,bread
1000,Pastry - Banana Tea Loaf,61,fruit
